bodyType,color,description,engine,engineDisplacement,enginePower,fuelType,equipment_dict,mileage,card_type,brand,model_name,model_name2,name,datetime,parsing_unixtime,productionDate,sell_id,vehicleTransmission,Владельцы,ПТС,Привод,Руль,Состояние,Таможня,price,Владение
седан,чёрный,"Продаю любимую машину, в связи с приобретением недвижимости. По технической части всё отлично, по кузову есть недочёты, так как машина 2007 года. Установлена хорошая музыка и новая выхлопная система. Поменяны фары на более современные. Машина дарит эмоции и привлекает взгляды окружающих. Я третий владелец по ПТС, покупал у друга и знаю всю историю автомобиля. Остальные вопросы готов обсудить по телефону. Торг приветствуется.",1.8 л / 140 л.с. / Бензин,1.8 л , 140 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMSKussk8miMbAayTSXAejQJnSGlsIZFcS0tPSobNCFLqqQFoGM8ZqCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 230000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 140, 'price': 420000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 2007}",230 000 км,Б/у,Honda,Civic,VIII,1.8 MT (140 л.с.),2021-05-12 02:20:33.133343+03:00,1620775233,2007,№ 1103223451,механическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,420 000 ₽,
седан,зелёный,"Два ключа два брелка! Электропривод сиденья, зеркал, стёкол, люк, установлено камера заднего вида! Новые биксеноновые линзы в оптике светят огонь! Кузов для своих лет в хорошем состоянии окрашена в матовый зелёный цвет предыдущем хозяином! Состояние хорошее двигатель масло не расходует если конечно же постоянно в отсечку жарить! Автомат надежный четырёхступенчатый отрабатывает на все 100! Год назад установлено ГБО 4 покаления работает без нареканий выгода ощутима! Я собственник место в птс есть! Диагностическая карта есть!ограничений и запретов нет!",2.0 л / 131 л.с. / Бензин,2.0 л , 131 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMSK-kvksqiY-dPyzaVUrzVJ3GElpcZQs_jtvOvONPTIvzHR4bd-5-CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 428000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'ACCORD', 'modelName': 'Accord', 'power': 131, 'price': 150000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 1994}",428 000 км,Б/у,Honda,Accord,V,2.0 AT (131 л.с.),2021-05-12 02:20:33.772665+03:00,1620775233,1994,№ 1103138308,автоматическая,3 или более,Дубликат,передний,Левый,Не требует ремонта,Растаможен,150 000 ₽,1 год и 1 месяц
хэтчбек 5 дв.,серый,Продам рабочую лошадку экономичный надежный шустрый.не давно сделал т.о ходовой все работает коробка плавно переключается.двигатель не дымить работает ровно тихо масло не жиреть.сделал под себя. Двигатель контактный 1.6 127 лес. Летняя резина на 16 дисках. Зимняя резина с дисками на14 в подарок. Стоит крутая Музыка. Автосалонам и перекупщикам просьба не беспокоить. Торг уместен по телефону подробно раскажу.,1.4 л / 90 л.с. / Бензин,1.4 л , 90 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4387583/1ab3918aa32c7b330584392280fe9187/1200x900', 'km-age': 255999, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 90, 'price': 260000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 1999}",255 999 км,Б/у,Honda,Civic,VI,1.4 MT (90 л.с.),2021-05-12 02:20:34.584608+03:00,1620775234,1999,№ 1103123879,механическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,260 000 ₽,
хэтчбек 3 дв.,красный,"Собственник, стоит на учёте на мне, встанет без проблемПо проблемам-ведёт вправо, умер скйлетблок перед лево-умер задний правый скйлетблок-разбил зимой бампер, собрал на стяжка-поменять пыльник левого шруса-зимой оставил в руках водительску ручку при - 28 (цена ручки 700-1000)Болтаются сидения в салазках (на драйве написано как вылечить) Из вложенного:Поменял все ремни меньше 2к км Замена всех жидкостей(масло двигателя, гур, тормозуха, сцепа) Новый радиатор, замена трубок кондея (кондей рабочий) Подваривал водительские пороги, разбирался весь салон зачищал дно, обрабатываю с салона и с улицы. Новые задние ушастые сайлетблоки.Перечислять дальше не буду все вопросы по телефону. Всё по авто знаю, ничего скрывать не планирую",1.4 л / 90 л.с. / Бензин,1.4 л , 90 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMQKe0tnMuiYeUezTfDVb-IcHaLw5cYE8HmsaH9bdGFLqvAR9jaqp6CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 315164, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 90, 'price': 170000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 1999}",315 164 км,Б/у,Honda,Civic,VI,1.4 MT (90 л.с.),2021-05-12 02:20:35.197233+03:00,1620775235,1999,№ 1103082229,механическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,170 000 ₽,
седан,серый,"В отличном внешнем и техническом состоянии! Кузов ещё в родной краске, весь ровный, красился только бампер! Пороги, дно в отличном заводском состоянии!По двигателю и коробке без нареканий!Долго искали такой экземпляр, продает мой отец ,он же собственник! Отвечу на все вопросы по телефону!",2.0 л / 155 л.с. / Бензин,2.0 л , 155 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMYKe4jncuiZrdOyWWTBriDdHeHw5cYQpPitPWqPdCHIKrEFNaG_5iCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 320000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'ACCORD', 'modelName': 'Accord', 'power': 155, 'price': 480000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2004}",320 000 км,Б/у,Honda,Accord,VII,Sport 2.0 AT (155 л.с.),2021-05-12 02:20:35.858057+03:00,1620775235,2004,№ 1103463686,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,480 000 ₽,
седан,красный,"Авто в отличном состоянии,все жидкости заменены,резина зима, лето",1.8 л / 140 л.с. / Бензин,1.8 л , 140 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hUQKugon8uiZecanmLHUrmCJSaDncYZRcaz5qCuNtGDdfmTRdDY-5mCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 250000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 140, 'price': 480000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2008}",250 000 км,Б/у,Honda,Civic,VIII,1.8 AT (140 л.с.),2021-05-12 02:20:36.557933+03:00,1620775236,2008,№ 1103041320,автоматическая,3 или более,Дубликат,передний,Левый,Не требует ремонта,Растаможен,480 000 ₽,
хэтчбек 5 дв.,красный,"Машина в отличном состоянии, есть что переделать но это мелочи . Сел и поехал. Все интересующие вопросы по телефону. Реальному покупателю небольшой торг у капота. Ограничений никаких нет. Можете проверить на сайте ГИБДД",1.5 л / 115 л.с. / Бензин,1.5 л , 115 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/1959786/43e2149ac48fa92cc015dbf07b7bb0fe/1200x900', 'km-age': 373317, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 115, 'price': 210000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 1999}",373 317 км,Б/у,Honda,Civic,VI,1.5 MT (115 л.с.),2021-05-12 02:20:37.255780+03:00,1620775237,1999,№ 1102916623,механическая,3 или более,Дубликат,передний,Левый,Не требует ремонта,Растаможен,210 000 ₽,
компактвэн,серебристый,Продам.состояние хорошее.до 9го мая отдам край 285.обмен,1.7 л / 130 л.с. / Бензин,1.7 л , 130 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/2154515/2974e5e94efbf1c0891b3f4c58f95fd4/1200x900', 'km-age': 311000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'STREAM', 'modelName': 'Stream', 'power': 130, 'price': 330000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2002}",311 000 км,Б/у,Honda,Stream,I,1.7 AT (130 л.с.),2021-05-12 02:20:38.081023+03:00,1620775238,2002,№ 1103017378,автоматическая,3 или более,Оригинал,передний,Правый,Не требует ремонта,Растаможен,330 000 ₽,
седан,синий,надежный цивик 2007 года) для своих лет достойное состояние. рассмотрю обмен на полный привод. все вопросы по телефону или в личку ,1.8 л / 140 л.с. / Бензин,1.8 л , 140 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hYUJesiksiiY7AcmzTHBOnQLHaCnMMYR8ftv_P7N9jUL67FE9WJq5mCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 195000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 140, 'price': 495000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2007}",195 000 км,Б/у,Honda,Civic,VIII,1.8 AT (140 л.с.),2021-05-12 02:20:38.883759+03:00,1620775238,2007,№ 1102958090,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,495 000 ₽,
хэтчбек 5 дв.,красный,"Автомобиль в хорошем техническом состоянии. Присутствуют не рольщике косяки по кузову. Арки, пороши целые. Все документы в порядке, я собственник. Коробка работает нормально, двигатель масло не ест. Установлен автозапуск. Реальному покупателю торг",1.8 л / 140 л.с. / Бензин,1.8 л , 140 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hQWLOoinciiN7NKnTTFVO3UIyGKxJBNE5W34_GoN9bRc_uSFNPb-p6CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 172000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 140, 'price': 415000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': '', 'year': 2008}",172 000 км,Б/у,Honda,Civic,VIII Рестайлинг,AMT 1.8 AMT (140 л.с.),2021-05-12 02:20:39.727797+03:00,1620775239,2008,№ 1103385591,роботизированная,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,415 000 ₽,
